name,value,date
王宝强,4793,2018-12-19
王宝强,4820,2018-12-20
王宝强,4706,2018-12-21
王宝强,5589,2018-12-22
王宝强,5824,2018-12-23
王宝强,4669,2018-12-24
王宝强,4657,2018-12-25
王宝强,4198,2018-12-26
王宝强,4595,2018-12-27
王宝强,4772,2018-12-28
王宝强,5289,2018-12-29
六小龄童,2877,2018-10-01
六小龄童,2758,2018-10-02
六小龄童,2879,2018-10-03
六小龄童,3207,2018-10-04
六小龄童,3326,2018-10-05
六小龄童,3056,2018-10-06
六小龄童,2986,2018-10-07
六小龄童,2502,2018-10-08
六小龄童,3052,2018-10-09
六小龄童,3278,2018-10-10
六小龄童,3166,2018-10-11
六小龄童,2859,2018-10-12
六小龄童,3268,2018-10-13
六小龄童,3427,2018-10-14
六小龄童,2988,2018-10-15
六小龄童,2833,2018-10-16
六小龄童,3187,2018-10-17
六小龄童,3111,2018-10-18
六小龄童,3040,2018-10-19
六小龄童,4233,2018-10-20
六小龄童,5014,2018-10-21
六小龄童,5479,2018-10-22
六小龄童,5414,2018-10-23
六小龄童,6000,2018-10-24
六小龄童,9678,2018-10-25
六小龄童,5691,2018-10-26
六小龄童,5491,2018-10-27
六小龄童,4670,2018-10-28
六小龄童,6873,2018-10-29
六小龄童,6364,2018-10-30
六小龄童,6734,2018-10-31
六小龄童,5451,2018-11-01
六小龄童,5564,2018-11-02
六小龄童,13445,2018-11-03
六小龄童,6245,2018-11-04
六小龄童,5066,2018-11-05
六小龄童,5073,2018-11-06
六小龄童,5543,2018-11-07
六小龄童,5386,2018-11-08
六小龄童,8023,2018-11-09
六小龄童,7651,2018-11-10
六小龄童,7406,2018-11-11
六小龄童,6988,2018-11-12
六小龄童,6619,2018-11-13
六小龄童,6446,2018-11-14
六小龄童,5464,2018-11-15
六小龄童,5455,2018-11-16
六小龄童,5991,2018-11-17
六小龄童,5413,2018-11-18
六小龄童,4050,2018-11-19
六小龄童,3686,2018-11-20
六小龄童,3804,2018-11-21
六小龄童,4140,2018-11-22
六小龄童,4006,2018-11-23
六小龄童,4222,2018-11-24
六小龄童,4063,2018-11-25
六小龄童,4254,2018-11-26
六小龄童,3422,2018-11-27
六小龄童,3448,2018-11-28
六小龄童,3228,2018-11-29
六小龄童,3648,2018-11-30
六小龄童,4581,2018-12-01
六小龄童,6266,2018-12-02
六小龄童,7869,2018-12-03
六小龄童,9001,2018-12-04
六小龄童,6261,2018-12-05
六小龄童,13146,2018-12-06
六小龄童,8405,2018-12-07
六小龄童,6138,2018-12-08
六小龄童,5522,2018-12-09
六小龄童,4812,2018-12-10
六小龄童,6057,2018-12-11
六小龄童,5896,2018-12-12
六小龄童,6435,2018-12-13
六小龄童,9889,2018-12-14
六小龄童,12618,2018-12-15
六小龄童,13354,2018-12-16
六小龄童,16072,2018-12-17
六小龄童,16770,2018-12-18
六小龄童,15893,2018-12-19
六小龄童,15742,2018-12-20
六小龄童,13871,2018-12-21
六小龄童,13644,2018-12-22
六小龄童,14125,2018-12-23
六小龄童,13696,2018-12-24
六小龄童,14179,2018-12-25
六小龄童,15129,2018-12-26
六小龄童,22172,2018-12-27
六小龄童,16630,2018-12-28
六小龄童,13894,2018-12-29
鹿晗,28203,2018-10-01
鹿晗,25643,2018-10-02
鹿晗,26079,2018-10-03
鹿晗,27109,2018-10-04
鹿晗,26794,2018-10-05
鹿晗,36093,2018-10-06
鹿晗,33306,2018-10-07
鹿晗,19698,2018-10-08
鹿晗,17460,2018-10-09
鹿晗,16727,2018-10-10
鹿晗,16074,2018-10-11
鹿晗,18980,2018-10-12
鹿晗,26556,2018-10-13
鹿晗,26064,2018-10-14
鹿晗,22366,2018-10-15
鹿晗,34148,2018-10-16
鹿晗,24528,2018-10-17
鹿晗,21355,2018-10-18
鹿晗,24014,2018-10-19
鹿晗,29531,2018-10-20
鹿晗,26052,2018-10-21
鹿晗,20644,2018-10-22
鹿晗,20512,2018-10-23
鹿晗,19430,2018-10-24
鹿晗,18980,2018-10-25
鹿晗,20311,2018-10-26
鹿晗,24972,2018-10-27
鹿晗,22482,2018-10-28
鹿晗,18739,2018-10-29
鹿晗,18301,2018-10-30
鹿晗,18049,2018-10-31
鹿晗,19790,2018-11-01
鹿晗,19948,2018-11-02
鹿晗,27021,2018-11-03
鹿晗,22882,2018-11-04
鹿晗,18857,2018-11-05
鹿晗,22395,2018-11-06
鹿晗,18058,2018-11-07
鹿晗,18444,2018-11-08
鹿晗,25560,2018-11-09
鹿晗,28889,2018-11-10
鹿晗,23222,2018-11-11
鹿晗,17194,2018-11-12
鹿晗,16743,2018-11-13
鹿晗,16666,2018-11-14
鹿晗,16521,2018-11-15
鹿晗,16459,2018-11-16
鹿晗,21520,2018-11-17
鹿晗,21369,2018-11-18
鹿晗,20797,2018-11-19
鹿晗,19465,2018-11-20
鹿晗,16118,2018-11-21
鹿晗,15186,2018-11-22
鹿晗,16097,2018-11-23
鹿晗,21327,2018-11-24
鹿晗,21109,2018-11-25
鹿晗,16828,2018-11-26
鹿晗,16608,2018-11-27
鹿晗,20532,2018-11-28
鹿晗,18033,2018-11-29
鹿晗,18308,2018-11-30
鹿晗,26114,2018-12-01
鹿晗,25484,2018-12-02
鹿晗,18652,2018-12-03
鹿晗,16982,2018-12-04
鹿晗,17049,2018-12-05
鹿晗,17454,2018-12-06
鹿晗,17683,2018-12-07
鹿晗,26134,2018-12-08
鹿晗,26775,2018-12-09
鹿晗,21931,2018-12-10
鹿晗,18696,2018-12-11
鹿晗,17545,2018-12-12
鹿晗,17023,2018-12-13
鹿晗,18665,2018-12-14
鹿晗,23070,2018-12-15
鹿晗,21862,2018-12-16
鹿晗,16469,2018-12-17
鹿晗,17196,2018-12-18
鹿晗,16859,2018-12-19
鹿晗,17926,2018-12-20
鹿晗,18947,2018-12-21
鹿晗,24430,2018-12-22
鹿晗,24330,2018-12-23
鹿晗,17448,2018-12-24
鹿晗,19607,2018-12-25
鹿晗,18938,2018-12-26
鹿晗,17577,2018-12-27
鹿晗,16559,2018-12-28
鹿晗,18296,2018-12-29
ig,1625,2018-10-01
ig,1783,2018-10-02
ig,1788,2018-10-03
ig,1973,2018-10-04
ig,1780,2018-10-05
ig,1983,2018-10-06
ig,2003,2018-10-07
ig,2165,2018-10-08
ig,1963,2018-10-09
ig,3073,2018-10-10
ig,12365,2018-10-11
ig,10628,2018-10-12
ig,9110,2018-10-13
ig,6322,2018-10-14
ig,5945,2018-10-15
ig,6452,2018-10-16
ig,29572,2018-10-17
ig,10823,2018-10-18
ig,4972,2018-10-19
ig,171985,2018-10-20
ig,89411,2018-10-21
ig,46635,2018-10-22
ig,28408,2018-10-23
ig,24692,2018-10-24
ig,14787,2018-10-25
ig,19816,2018-10-26
ig,351954,2018-10-27
ig,128111,2018-10-28
ig,53166,2018-10-29
ig,7380,2018-10-30
ig,4953,2018-10-31
ig,24586,2018-11-01
ig,63632,2018-11-02
ig,2277074,2018-11-03
ig,779939,2018-11-04
ig,191029,2018-11-05
ig,93466,2018-11-06
ig,67379,2018-11-07
ig,40291,2018-11-08
ig,33431,2018-11-09
ig,29626,2018-11-10
ig,20711,2018-11-11
ig,13983,2018-11-12
ig,12698,2018-11-13
ig,13957,2018-11-14
ig,15534,2018-11-15
ig,11643,2018-11-16
ig,11325,2018-11-17
ig,9385,2018-11-18
ig,7459,2018-11-19
ig,7273,2018-11-20
ig,7227,2018-11-21
ig,6387,2018-11-22
ig,6661,2018-11-23
ig,9061,2018-11-24
ig,7774,2018-11-25
ig,5905,2018-11-26
ig,5528,2018-11-27
ig,5227,2018-11-28
ig,8487,2018-11-29
ig,8690,2018-11-30
ig,7559,2018-12-01
ig,7184,2018-12-02
ig,4959,2018-12-03
ig,4878,2018-12-04
ig,4323,2018-12-05
ig,4057,2018-12-06
ig,3575,2018-12-07
ig,3870,2018-12-08
ig,3366,2018-12-09
ig,2748,2018-12-10
ig,2688,2018-12-11
ig,2632,2018-12-12
ig,3229,2018-12-13
ig,2943,2018-12-14
ig,3255,2018-12-15
ig,3179,2018-12-16
ig,2622,2018-12-17
ig,2568,2018-12-18
ig,2698,2018-12-19
ig,3462,2018-12-20
ig,3958,2018-12-21
ig,5299,2018-12-22
ig,7253,2018-12-23
ig,5719,2018-12-24
ig,3412,2018-12-25
ig,3084,2018-12-26
ig,3241,2018-12-27
ig,3736,2018-12-28
ig,3376,2018-12-29
